Severity,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID
Significant_Damage_And_Serious_Injuries,42.32876712,12,2,57.61166819,0.333423008,88.62,1,37496.2411,3,1.375305577,6488
Minor_Damage_And_Injuries,59.08675799,11,1,69.37101185,0.343880995,83.56,2,38384.43182,0,0.51935507,11000
Significant_Damage_And_Serious_Injuries,40.86757991,13,0,70.19143118,0.547270826,78.93,1,46503.70913,4,1.675368473,12327
Minor_Damage_And_Injuries,56.94063927,11,10,76.57247037,0.245431662,77.99,2,31870.41615,3,0.433461888,9063
Highly_Fatal_And_Damaging,51.73515982,13,15,41.61349134,0.48560476,86.59,3,18083.04954,5,0.090816876,2029
Minor_Damage_And_Injuries,45.06849315,15,3,81.81403829,0.338471691,79.45,6,29720.29382,1,0.007438602,4909
Significant_Damage_And_Serious_Injuries,36.43835616,14,13,80.85688241,0.32296502,84,3,35986.69183,2,0.178747299,5762
Highly_Fatal_And_Damaging,48.26484018,14,5,44.39380128,0.72902344,78.9,7,27755.4735,2,0.002500161,9529
Highly_Fatal_And_Damaging,19.9086758,16,10,76.93710119,0.288706094,78.24,1,30017.31061,1,1.103234634,7884
Significant_Damage_And_Serious_Injuries,45.89041096,18,13,50.0911577,0.752463758,79.51,7,34371.86276,2,0.003075499,4865
Highly_Fatal_And_Damaging,64.65753425,9,12,54.05651778,0.381024883,75.49,2,38600.79941,3,0.521352905,2140
Significant_Damage_And_Fatalities,25.89041096,14,1,42.84412033,0.409874504,78.91,4,40296.81608,1,0.074467291,11925
Minor_Damage_And_Injuries,37.30593607,17,11,60.02734731,0.407710783,78.18,1,21489.47502,1,0.788798023,4081
Minor_Damage_And_Injuries,46.57534247,15,0,64.6308113,0.502914533,76.95,5,24084.88732,1,0.015497243,11693
Highly_Fatal_And_Damaging,30.91324201,12,16,69.2342753,0.474425532,79.88,6,8652.455948,3,0.002657776,11391
Significant_Damage_And_Fatalities,20.2283105,15,1,56.15314494,0.409153264,76.78,5,31533.39615,3,0.022173434,9810
Minor_Damage_And_Injuries,31.96347032,19,6,62.62534184,0.307818969,79.54,2,30419.63028,4,0.409147604,7188
Highly_Fatal_And_Damaging,15.43378995,17,9,60.16408387,0.267429499,79.17,5,24854.10184,3,0.017223947,11833
Minor_Damage_And_Injuries,50.86757991,13,0,70.60164084,0.294115398,78.78,2,15487.67017,2,0.217473855,2754
Significant_Damage_And_Serious_Injuries,41.14155251,13,2,95.07748405,0.314310133,77.73,4,21554.55213,2,0.039167902,3778
Highly_Fatal_And_Damaging,29.40639269,13,5,64.81312671,0.388237288,78.7,1,38266.75565,1,1.412637009,7382
Minor_Damage_And_Injuries,55.25114155,12,2,78.76025524,0.313228273,84.96,6,23833.67341,2,0.006119164,3906
Significant_Damage_And_Fatalities,17.57990868,21,2,54.01093892,0.62083736,76.35,4,24455.0852,2,0.044704784,3973
Significant_Damage_And_Serious_Injuries,52.46575342,9,5,58.93345488,0.417086909,76.13,6,37002.51928,4,0.008398254,11869
Highly_Fatal_And_Damaging,49.7260274,7,0,72.97174111,0.391482871,82.26,4,33053.91631,2,0.059831348,4561
Minor_Damage_And_Injuries,43.92694064,15,0,79.21604376,0.223433826,81.73,5,31078.83336,4,0.019970105,10591
Highly_Fatal_And_Damaging,52.23744292,13,7,53.372835,0.63418031,83.39,2,41874.66365,1,0.566805569,2906
Minor_Damage_And_Injuries,37.30593607,14,3,56.92798541,0.569268662,82.99,6,28454.4614,2,0.007442839,8959
Significant_Damage_And_Fatalities,20.3652968,15,2,49.08842297,0.590545258,79.75,1,45027.38573,3,1.668343207,11209
Minor_Damage_And_Injuries,76.66666667,6,12,74.33910665,0.330898666,75.94,2,40744.70302,3,0.551040805,12040
Significant_Damage_And_Fatalities,20.2283105,15,3,55.69735643,0.418529391,76.51,1,38752.94775,0,1.428695679,10629
Highly_Fatal_And_Damaging,28.90410959,13,15,67.09206928,0.351093401,81.72,4,43635.75469,3,0.08065624,2758
Minor_Damage_And_Injuries,31.55251142,19,3,68.77848678,0.17475009,81.26,2,30479.98025,2,0.408642256,1630
Significant_Damage_And_Serious_Injuries,38.03652968,14,8,61.39471285,0.391482871,78.7,3,18673.7669,0,0.089813358,10229
Significant_Damage_And_Serious_Injuries,59.45205479,14,4,39.88149499,0.44521529,74.82,7,38880.40073,2,0.003434911,8182
Significant_Damage_And_Serious_Injuries,38.76712329,13,12,66.77301732,0.415644428,81.2,6,22792.17401,1,0.005383992,6708
Significant_Damage_And_Serious_Injuries,91.23287671,6,2,52.46125798,0.292312297,77.98,7,32053.66984,0,0.002834829,7784
Highly_Fatal_And_Damaging,40.2739726,9,3,59.20692799,0.488850343,79.12,2,25642.19634,2,0.346527328,550
Significant_Damage_And_Fatalities,40.63926941,9,7,49.86326345,0.434396682,85.1,2,17182.47277,1,0.225648057,6699
Significant_Damage_And_Fatalities,41.36986301,19,2,59.7538742,0.468294987,79.66,7,34452.59787,4,0.003339886,2675
Significant_Damage_And_Fatalities,11.78082192,18,3,51.18505014,0.564219978,81.14,1,28064.35466,1,1.045190491,1685
Significant_Damage_And_Serious_Injuries,38.40182648,13,10,61.21239745,0.438363505,76.8,3,29640.20943,3,0.147692401,10775
Significant_Damage_And_Serious_Injuries,24.88584475,17,9,70.9206928,0.378500541,81.02,3,52430.45212,2,0.260940879,5334
Minor_Damage_And_Injuries,54.79452055,12,1,73.42752963,0.463246304,84.74,5,8645.355704,1,0.00868878,3704
Significant_Damage_And_Serious_Injuries,19.40639269,19,3,58.75113947,0.609658132,80.07,4,36967.4489,2,0.067701807,5076
Significant_Damage_And_Serious_Injuries,60.2283105,7,6,74.43026436,0.274281284,79.79,5,42639.23444,2,0.028789198,10361
Significant_Damage_And_Serious_Injuries,41.05022831,13,1,89.97265269,0.298803462,80.85,6,39017.57592,0,0.009562795,8165
Minor_Damage_And_Injuries,42.10045662,16,0,74.02005469,0.250119726,79.6,2,23048.79008,3,0.315041983,10951
Minor_Damage_And_Injuries,48.99543379,14,9,60.66545123,0.421774973,78.5,2,49813.67387,1,0.677300019,196
Minor_Damage_And_Injuries,60.1826484,11,23,69.87237922,0.41780815,85.97,1,40846.2083,1,1.485857649,12480
Minor_Damage_And_Injuries,47.71689498,14,1,67.45670009,0.379582402,78.42,2,27650.34958,3,0.371472026,1705
Highly_Fatal_And_Damaging,30.1369863,12,20,85.96171376,0.326571223,75.84,1,34809.44519,3,1.274150561,10195
Significant_Damage_And_Serious_Injuries,33.42465753,15,0,78.48678213,0.376336819,79.07,6,42493.86496,2,0.01075244,1948
Highly_Fatal_And_Damaging,28.40182648,13,6,81.35824977,0.226679409,78.76,4,21267.70437,1,0.038790882,10636
Highly_Fatal_And_Damaging,37.57990868,10,12,65.72470374,0.305294627,78.29,7,20692.524,2,0.001603338,10005
Significant_Damage_And_Serious_Injuries,45.11415525,11,2,71.42206016,0.333423008,79.06,1,31436.33354,1,1.158499315,746
Minor_Damage_And_Injuries,30.0913242,16,9,54.46672744,0.303491525,78.35,3,37007.77514,0,0.185150092,8614
Significant_Damage_And_Serious_Injuries,26.62100457,17,3,77.11941659,0.355781464,77.19,1,23811.18487,1,0.867035654,2353
Significant_Damage_And_Serious_Injuries,43.19634703,12,14,77.80309936,0.249759106,83.29,6,22659.25734,1,0.005389075,8112
Minor_Damage_And_Injuries,43.97260274,15,9,74.47584321,0.238940498,79.3,1,49358.53257,1,1.882949811,8838
Highly_Fatal_And_Damaging,29.17808219,13,1,65.04102097,0.345323476,82.41,4,33053.91631,4,0.059945972,4228
Highly_Fatal_And_Damaging,74.70319635,6,0,52.46125798,0.313228273,79.19,3,36219.52131,2,0.179039159,9249
Significant_Damage_And_Fatalities,62.42009132,13,16,69.5077484,0.361551388,88.48,7,23226.23689,4,0.00253164,884
Highly_Fatal_And_Damaging,4.794520548,20,9,64.99544211,0.390040389,80.12,3,42500.22323,1,0.210513626,7404
Significant_Damage_And_Fatalities,67.12328767,12,6,57.74840474,0.370927515,81.14,4,29347.28239,4,0.052536702,8290
Minor_Damage_And_Injuries,53.92694064,12,17,75.25068368,0.301327804,75.05,5,41509.54528,0,0.027458842,10828
Significant_Damage_And_Fatalities,32.55707763,12,3,50.86599818,0.562777497,77.86,1,31787.11525,2,1.16938262,6784
Significant_Damage_And_Serious_Injuries,37.48858447,14,11,66.49954421,0.43079048,76.2,5,30858.54314,1,0.019585569,10782
Minor_Damage_And_Injuries,51.55251142,13,2,84.91340018,0.292312297,81.53,1,32904.31631,3,1.211024263,3388
Significant_Damage_And_Serious_Injuries,36.48401826,14,2,73.10847767,0.340274793,78.86,3,36459.19601,2,0.181365646,585
Highly_Fatal_And_Damaging,21.78082192,15,12,74.74931632,0.533927876,82.13,5,45350.76032,1,0.029100155,8703
Significant_Damage_And_Fatalities,63.19634703,13,19,71.37648131,0.335586729,82.71,7,28715.68393,2,0.002761391,11447
Significant_Damage_And_Fatalities,71.78082192,10,2,62.9443938,0.639589614,78.96,7,27755.4735,3,0.002338856,3134
Highly_Fatal_And_Damaging,37.53424658,10,0,59.29808569,0.488850343,79.33,4,18784.40868,4,0.034202197,8091
Highly_Fatal_And_Damaging,70.1369863,4,14,62.80765725,0.211893978,79.26,1,47715.83146,4,1.756611611,2590
Significant_Damage_And_Serious_Injuries,56.94063927,8,1,89.24339107,0.158882798,82.45,6,39207.16762,2,0.009682691,9642
Significant_Damage_And_Fatalities,59.9543379,14,33,60.84776664,0.523469888,83.23,7,23561.29284,2,0.00253164,2459
Highly_Fatal_And_Damaging,5.205479452,20,15,80.53783045,0.317195096,82.93,4,38100.97047,1,0.069478554,2956
Significant_Damage_And_Fatalities,70.0913242,11,7,62.39744758,0.33666859,77.97,6,40833.46522,5,0.010121604,6442
Significant_Damage_And_Serious_Injuries,30.82191781,16,16,67.7301732,0.375615579,82.54,3,27170.40517,1,0.134763236,308
Significant_Damage_And_Serious_Injuries,54.38356164,9,2,62.80765725,0.279690588,81.59,6,15156.44694,2,0.003405809,8218
Minor_Damage_And_Injuries,43.33333333,16,21,70.28258888,0.394007212,77.27,2,36883.78997,3,0.499470696,5541
Significant_Damage_And_Serious_Injuries,35.70776256,14,15,61.48587056,0.624804183,77.34,3,34371.86276,2,0.170783216,1041
Significant_Damage_And_Fatalities,44.20091324,19,4,66.68185962,0.307458348,82.66,2,26493.13457,2,0.360857469,8244
Significant_Damage_And_Fatalities,82.23744292,7,14,72.01458523,0.32368626,84.03,3,34977.681,2,0.174153414,5585
Significant_Damage_And_Fatalities,32.42009132,12,14,55.46946217,0.475507393,84.8,4,44914.36915,1,0.081792847,4214
Minor_Damage_And_Injuries,58.58447489,11,22,78.53236098,0.271035701,81.18,2,38728.4865,2,0.521352905,7247
Highly_Fatal_And_Damaging,34.47488584,11,11,73.19963537,0.378500541,77.65,2,20374.98756,0,0.274727998,8414
Highly_Fatal_And_Damaging,27.71689498,13,5,65.13217867,0.549434547,78.66,5,32429.45872,2,0.022259921,9880
Significant_Damage_And_Serious_Injuries,33.97260274,15,0,84.91340018,0.248316625,82.44,3,39017.57592,2,0.194627897,6279
Significant_Damage_And_Fatalities,77.48858447,8,1,74.79489517,0.338471691,79.85,1,30270.79367,1,1.110431765,9536
Significant_Damage_And_Serious_Injuries,24.65753425,17,4,75.29626253,0.238940498,80.78,6,26632.01297,2,0.006512082,6436
Minor_Damage_And_Injuries,56.57534247,11,13,64.12944394,0.448460873,77.36,2,42036.96527,1,0.569213826,5368
Minor_Damage_And_Injuries,60.1369863,10,2,64.49407475,0.317555716,81.49,2,32218.46564,1,0.43598353,10559
Significant_Damage_And_Fatalities,35.06849315,11,12,52.32452142,0.405186441,81.89,4,25131.3222,3,0.045349159,2333
Minor_Damage_And_Injuries,41.32420091,16,8,71.55879672,0.333423008,77.27,5,37986.34565,3,0.026029375,5408
Minor_Damage_And_Injuries,36.02739726,18,6,80.40109389,0.293394158,75.4,2,37038.54145,4,0.499845233,8672
Highly_Fatal_And_Damaging,34.47488584,11,8,69.2342753,0.331980527,77.94,2,34813.80328,1,0.472579041,7133
Minor_Damage_And_Injuries,46.11872146,15,11,61.48587056,0.570350523,79.06,5,20654.0788,2,0.013989315,4933
Significant_Damage_And_Fatalities,58.17351598,15,3,59.98176846,0.338832312,80.85,1,21079.16911,3,0.771558067,8027
Minor_Damage_And_Injuries,50.4109589,13,6,65.95259799,0.30998269,78.48,1,23123.37793,2,0.843848408,10187
Significant_Damage_And_Fatalities,59.26940639,14,1,65.13217867,0.368403173,77.32,7,47673.75429,2,0.004949685,964
Highly_Fatal_And_Damaging,39.5890411,16,8,51.41294439,0.533927876,81.79,5,27420.82739,1,0.018701491,2144
Highly_Fatal_And_Damaging,23.47031963,14,7,79.39835916,0.366960692,78.32,4,46688.72896,4,0.085265848,11676
Significant_Damage_And_Serious_Injuries,51.41552511,10,13,62.21513218,0.402301479,81.45,7,42642.809,2,0.004244527,2232
Significant_Damage_And_Fatalities,29.45205479,13,34,52.55241568,0.542943383,76.62,1,32193.5466,2,1.19173458,8899
Significant_Damage_And_Serious_Injuries,31.27853881,16,4,65.13217867,0.466491886,84.55,1,40822.78545,1,1.484524286,9573
Significant_Damage_And_Serious_Injuries,46.34703196,11,0,62.16955333,0.32368626,82.41,6,19949.51783,4,0.004774618,6509
Highly_Fatal_And_Damaging,40.63926941,16,6,51.5041021,0.556286332,81.8,1,24314.56676,0,0.894482923,6728
Highly_Fatal_And_Damaging,36.11872146,11,15,65.86144029,0.449542734,81.39,1,39396.11662,1,1.445692578,6617
Highly_Fatal_And_Damaging,71.91780822,7,0,56.3810392,0.365878832,75.12,4,19872.46918,3,0.035320494,12426
Significant_Damage_And_Fatalities,72.32876712,10,2,64.40291705,0.277526866,78.96,7,31436.64457,3,0.00258767,5146
Significant_Damage_And_Serious_Injuries,42.28310502,12,4,65.13217867,0.333423008,78.36,6,50885.13073,2,0.013041778,2833
Significant_Damage_And_Serious_Injuries,58.67579909,1,2,75.38742024,0.33630797,75.96,6,29146.68785,3,0.00752559,9494
Minor_Damage_And_Injuries,43.19634703,12,21,45.44211486,0.675651641,78.61,2,20799.92559,2,0.279104058,3722
Highly_Fatal_And_Damaging,12.46575342,18,1,60.30082042,0.281493689,78.16,4,30477.31908,2,0.056055804,7305
Significant_Damage_And_Serious_Injuries,67.53424658,12,15,45.89790337,0.411316985,82.01,7,49884.00905,2,0.004696116,2109
Minor_Damage_And_Injuries,61.32420091,10,1,63.67365542,0.568547422,78.78,5,26164.09624,2,0.017035891,3851
Highly_Fatal_And_Damaging,18.94977169,16,7,89.42570647,0.248677245,77.1,4,16355.89056,4,0.02996615,2731
Significant_Damage_And_Serious_Injuries,43.97260274,12,0,66.77301732,0.246513523,83.07,6,23291.3274,3,0.005441969,8612
Significant_Damage_And_Fatalities,26.25570776,14,2,51.04831358,0.48596538,80.23,1,36873.07077,1,1.350050265,3164
Significant_Damage_And_Fatalities,50.0456621,17,8,74.2023701,0.234973675,77.95,7,43755.47222,2,0.003750067,6760
Highly_Fatal_And_Damaging,32.19178082,12,4,73.51868733,0.394728453,76.27,1,44739.94352,2,1.645890542,6059
Minor_Damage_And_Injuries,55.70776256,12,6,64.67639015,0.331980527,80.22,3,30035.71555,1,0.149886331,10682
Highly_Fatal_And_Damaging,47.99086758,7,11,66.31722881,0.426823657,75.88,1,59153.88674,2,2.057714104,9191
Significant_Damage_And_Serious_Injuries,44.93150685,12,5,73.92889699,0.413841327,81.23,1,26600.52883,0,0.978454627,7256
Minor_Damage_And_Injuries,50.3652968,13,5,68.86964448,0.284739272,78.74,5,36028.49759,3,0.024540663,3198
Significant_Damage_And_Serious_Injuries,26.66666667,17,2,65.67912489,0.346405337,83.21,6,22547.19524,1,0.005757292,6655
Minor_Damage_And_Injuries,64.56621005,9,2,71.96900638,0.45855824,79.53,5,27305.72939,1,0.018217361,1466
Minor_Damage_And_Injuries,21.73515982,21,4,73.01731996,0.246874144,80.62,4,24487.79195,2,0.04455572,9661
Highly_Fatal_And_Damaging,16.80365297,16,14,75.25068368,0.199993509,80.27,4,26198.21584,2,0.048063291,652
Significant_Damage_And_Fatalities,25.89041096,14,1,48.08568824,0.382106744,79.49,4,36511.61432,2,0.065822195,8135
Significant_Damage_And_Serious_Injuries,62.69406393,13,3,47.40200547,0.438724125,77.44,7,28287.9926,2,0.002747853,6142
Significant_Damage_And_Fatalities,44.52054795,8,0,52.59799453,0.41780815,79.62,2,15521.1855,2,0.212995087,7275
Significant_Damage_And_Serious_Injuries,22.37442922,18,5,62.80765725,0.400498377,76.87,3,20743.33747,2,0.103606695,11457
Significant_Damage_And_Serious_Injuries,31.96347032,15,3,62.07839562,0.452788316,82.45,2,41604.61056,1,0.55986212,2523
Significant_Damage_And_Serious_Injuries,34.74885845,14,11,59.07019143,0.465770646,81.08,6,36093.8087,3,0.008990355,9124
Highly_Fatal_And_Damaging,44.01826484,8,2,83.54603464,0.199632889,78.33,4,15690.49424,2,0.028858732,6071
Significant_Damage_And_Serious_Injuries,26.16438356,17,0,63.17228806,0.330898666,78.78,3,37047.55116,2,0.184886419,10230
Minor_Damage_And_Injuries,57.12328767,11,17,58.0674567,0.37741868,79.62,2,32215.06761,4,0.437330248,995
Highly_Fatal_And_Damaging,30.1826484,13,11,63.71923428,0.383188604,80.37,7,27170.40517,2,0.00243244,716
Significant_Damage_And_Serious_Injuries,63.83561644,13,4,51.27620784,0.53897656,79.07,7,31314.17631,1,0.002602079,243
Highly_Fatal_And_Damaging,41.41552511,9,2,72.01458523,0.4311511,80.85,4,26023.20726,1,0.047833368,7278
Minor_Damage_And_Injuries,57.44292237,12,0,68.82406563,0.198911648,82.43,5,30043.79113,3,0.019926368,9790
Highly_Fatal_And_Damaging,40.77625571,16,8,47.08295351,0.438363505,78.33,2,27716.34617,1,0.37567404,5269
Significant_Damage_And_Serious_Injuries,48.72146119,10,4,64.99544211,0.250119726,77.29,6,19643.59874,2,0.004433201,2388
Significant_Damage_And_Fatalities,57.76255708,14,3,67.45670009,0.219827624,79.14,4,13192.67464,3,0.025111558,5039
Significant_Damage_And_Serious_Injuries,36.07305936,14,16,88.650866,0.245071042,75.25,6,35317.91194,1,0.009067668,10631
Significant_Damage_And_Serious_Injuries,47.12328767,11,7,66.90975387,0.450263974,81.15,4,28878.39582,2,0.053900361,5255
Highly_Fatal_And_Damaging,50.73059361,13,0,51.91431176,0.444133429,80.5,3,36885.69795,1,0.182958865,3562
Minor_Damage_And_Injuries,72.96803653,7,6,80.40109389,0.33702921,77.77,2,29821.78236,2,0.403593936,4305
Significant_Damage_And_Serious_Injuries,39.36073059,13,5,66.49954421,0.465770646,83.94,2,41604.61056,1,0.561343947,11240
Highly_Fatal_And_Damaging,31.18721461,12,0,74.74931632,0.399055896,76.02,1,34544.14446,3,1.275979044,7101
Significant_Damage_And_Serious_Injuries,37.57990868,14,6,71.69553327,0.277887486,76.3,3,26538.32226,2,0.132090953,4366
Minor_Damage_And_Injuries,64.15525114,9,9,86.23518687,0.306737108,81.53,7,29926.32686,2,0.002728928,1645
Highly_Fatal_And_Damaging,36.25570776,11,1,73.74658159,0.2959185,84.4,4,31592.25349,2,0.057413658,2157
Significant_Damage_And_Serious_Injuries,27.16894977,17,2,78.8969918,0.397613415,85.07,3,25735.80475,2,0.128896402,7403
Minor_Damage_And_Injuries,43.47031963,15,2,55.24156791,0.194944825,79.85,2,25223.04717,2,0.339470395,6622
Minor_Damage_And_Injuries,56.84931507,11,1,68.82406563,0.198911648,82.66,2,19364.54539,2,0.254442294,7340
Minor_Damage_And_Injuries,49.5890411,10,35,56.28988149,0.49894771,83.6,3,19850.68132,2,0.099943014,3574
Significant_Damage_And_Fatalities,22.64840183,15,4,47.21969006,0.582611612,79.09,1,42207.89892,2,1.563651046,10929
Highly_Fatal_And_Damaging,53.78995434,5,5,71.23974476,0.304573386,79.03,7,38405.20903,3,0.003672815,3466
Highly_Fatal_And_Damaging,46.21004566,15,7,37.64813127,0.557728814,79.74,6,45760.75609,2,0.011644007,8806
Highly_Fatal_And_Damaging,44.06392694,8,2,85.18687329,0.269953841,78.21,4,42198.55431,2,0.076960353,8023
Significant_Damage_And_Fatalities,54.10958904,16,15,64.03828624,0.339192932,77.78,2,57329.68061,2,0.798164897,3092
Significant_Damage_And_Serious_Injuries,36.75799087,14,3,60.30082042,0.243989181,84.15,6,39996.55482,3,0.009777122,7151
Significant_Damage_And_Serious_Injuries,38.08219178,14,54,74.52142206,0.334144248,82.69,3,34608.2944,2,0.173121148,5789
Highly_Fatal_And_Damaging,26.48401826,13,25,72.01458523,0.205042193,79.88,6,29310.95524,2,0.007438602,7901
Minor_Damage_And_Injuries,42.83105023,15,4,59.98176846,0.374894338,78.46,2,48111.33803,1,0.653318297,9623
Significant_Damage_And_Serious_Injuries,54.29223744,9,2,87.28350046,0.316113235,87.27,6,40757.32301,3,0.010099866,5884
Minor_Damage_And_Injuries,47.71689498,11,13,45.85232452,0.586939055,81.12,2,36575.09962,3,0.494990147,11608
Significant_Damage_And_Serious_Injuries,53.74429224,9,2,62.80765725,0.279690588,80.34,3,46064.89618,3,0.228868428,5590
Significant_Damage_And_Serious_Injuries,46.07305936,11,0,63.76481313,0.366960692,79.28,5,27665.29984,1,0.018515923,5180
Minor_Damage_And_Injuries,46.25570776,15,18,70.00911577,0.403022719,80.35,2,43568.95209,1,0.596791289,5281
Highly_Fatal_And_Damaging,36.39269406,11,1,73.74658159,0.300967184,81.76,5,29518.33153,1,0.019846267,564
Significant_Damage_And_Fatalities,21.96347032,15,10,55.69735643,0.58044789,77.63,4,22678.68097,3,0.041976807,8387
Highly_Fatal_And_Damaging,28.90410959,13,0,66.1349134,0.438002885,80.62,2,31748.25295,1,0.430069222,5314
Minor_Damage_And_Injuries,24.70319635,18,16,38.78760255,0.654375045,79.25,2,18556.77004,2,0.236919313,10709
Significant_Damage_And_Fatalities,21.87214612,15,9,48.58705561,0.582250992,78.54,1,48437.44008,3,1.799131254,6921
Minor_Damage_And_Injuries,55.93607306,12,7,72.01458523,0.380303642,81.92,3,20630.71685,3,0.102714291,11791
Highly_Fatal_And_Damaging,27.48858447,13,0,76.52689152,0.286181753,78.66,1,33007.88159,0,1.212235923,2699
Minor_Damage_And_Injuries,48.99543379,14,22,67.04649043,0.192059863,86.57,3,44263.04351,3,0.220238164,2493
Significant_Damage_And_Serious_Injuries,36.02739726,14,2,72.92616226,0.406989542,80.9,3,51754.9704,2,0.253342148,9240
Significant_Damage_And_Fatalities,53.74429224,16,2,66.54512306,0.317916336,83.07,7,30955.53085,4,0.002902411,12320
Significant_Damage_And_Serious_Injuries,37.30593607,14,11,63.35460346,0.320801298,83.82,6,38835.97504,2,0.010255003,5323
Significant_Damage_And_Serious_Injuries,56.11872146,8,4,62.21513218,0.278608727,78.8,5,39110.39587,3,0.026259912,11070
Highly_Fatal_And_Damaging,27.16894977,13,1,72.01458523,0.390040389,76.35,1,34544.14446,1,1.273394446,10937
Significant_Damage_And_Fatalities,64.65753425,12,16,67.00091158,0.276084385,77.27,5,32301.43418,1,0.022408031,2188
Significant_Damage_And_Fatalities,61.78082192,13,17,64.4484959,0.408071403,78.85,7,43425.61295,2,0.003850961,7576
Significant_Damage_And_Serious_Injuries,37.57990868,14,6,66.63628077,0.316834475,80.26,7,23998.30486,2,0.002381187,7076
Significant_Damage_And_Fatalities,44.88584475,18,7,52.82588879,0.467573747,81.35,6,17731.55428,1,0.004792302,31
Significant_Damage_And_Fatalities,38.44748858,10,2,54.05651778,0.590905878,77.3,4,28211.07661,2,0.052136115,4903
Minor_Damage_And_Injuries,37.80821918,17,7,78.48678213,0.329816805,79.31,3,24946.53147,1,0.12463111,5742
Highly_Fatal_And_Damaging,32.60273973,12,6,62.9443938,0.44485467,76.23,1,44739.94352,2,1.710775853,5719
Highly_Fatal_And_Damaging,20.1369863,15,0,85.5515041,0.280051208,78.73,4,30415.65224,0,0.055659983,2963
Significant_Damage_And_Serious_Injuries,23.60730594,18,7,78.07657247,0.367681933,81.23,6,37616.41493,2,0.009436131,257
Significant_Damage_And_Serious_Injuries,56.75799087,8,3,74.43026436,0.435478543,85.72,3,13504.54645,4,0.065923824,4754
Highly_Fatal_And_Damaging,27.89954338,13,3,65.13217867,0.318637577,79.73,1,27761.95386,2,1.025113282,8952
Minor_Damage_And_Injuries,64.93150685,9,0,61.21239745,0.461082582,80.72,2,20134.14523,1,0.266623439,8736
Significant_Damage_And_Serious_Injuries,29.08675799,16,2,68.59617138,0.308540209,78.3,5,40821.19588,3,0.027306216,7317
Highly_Fatal_And_Damaging,31.36986301,12,2,80.674567,0.219827624,80.73,1,22102.03854,2,0.819092325,11389
Minor_Damage_And_Injuries,68.26484018,8,14,65.26891522,0.334865489,81.92,2,48274.05545,1,0.659387128,5247
Highly_Fatal_And_Damaging,30.3196347,12,2,74.2023701,0.21550018,78.79,4,28856.05672,2,0.053398411,9491
Significant_Damage_And_Serious_Injuries,15.75342466,20,23,74.2023701,0.206484674,76.8,3,24272.05911,1,0.119911593,1693
Highly_Fatal_And_Damaging,20.3196347,15,26,61.03008204,0.263823296,82.97,4,20584.32399,1,0.037326661,2770
Minor_Damage_And_Injuries,43.74429224,15,5,93.66453965,0.277887486,82.53,2,30619.78737,2,0.416258197,6526
Significant_Damage_And_Serious_Injuries,39.17808219,13,7,75.93436645,0.434036062,83.63,6,44552.86883,1,0.010998811,2957
Significant_Damage_And_Serious_Injuries,39.6347032,13,6,73.10847767,0.268150739,79.12,6,19615.29033,2,0.004215512,8139
Minor_Damage_And_Injuries,40.2283105,16,3,59.29808569,0.312507032,85.04,3,25813.38054,3,0.128711313,10150
Significant_Damage_And_Fatalities,76.39269406,9,6,65.13217867,0.52599423,79.6,7,38526.01393,1,0.003562666,5294
Significant_Damage_And_Serious_Injuries,34.42922374,14,13,62.8532361,0.387876668,79.86,6,52220.91385,2,0.012719203,1060
Significant_Damage_And_Serious_Injuries,33.42465753,15,7,74.74931632,0.497505229,77.39,3,19618.54857,3,0.098352269,7778
Minor_Damage_And_Injuries,39.7260274,17,5,62.26071103,0.379943022,80.76,1,15959.01957,1,0.563737504,3047
Minor_Damage_And_Injuries,55.52511416,8,4,53.64630811,0.222712586,79.67,4,29638.26397,2,0.054865468,9907
Highly_Fatal_And_Damaging,38.35616438,10,4,69.00638104,0.310703931,82.3,4,33523.70234,2,0.061274296,2430
Significant_Damage_And_Serious_Injuries,69.9086758,8,1,45.89790337,0.630213487,86.3,7,34791.99758,2,0.003000485,7439
Highly_Fatal_And_Damaging,42.64840183,8,22,64.31175934,0.387876668,86.43,7,42414.40383,3,0.00397202,7846
Significant_Damage_And_Fatalities,28.26484018,13,6,55.78851413,0.303852146,78.96,4,37014.21695,3,0.06789051,7150
Minor_Damage_And_Injuries,29.6347032,20,8,66.59070191,0.421774973,80.63,4,42476.36867,3,0.077442474,2921
Significant_Damage_And_Serious_Injuries,35.52511416,14,15,69.27985415,0.439445366,79.36,6,52988.59629,1,0.012101336,1328
Significant_Damage_And_Serious_Injuries,77.76255708,9,6,51.5041021,0.509045078,79.78,7,32473.86421,3,0.003214794,7866
Minor_Damage_And_Injuries,53.74429224,9,2,48.22242479,0.493899026,83.39,3,38304.32592,1,0.190593432,8710
Minor_Damage_And_Injuries,39.5890411,13,5,20.96627165,0.777707176,79.14,5,27780.31609,4,0.017945824,10955
Highly_Fatal_And_Damaging,56.57534247,11,20,69.59890611,0.303491525,86.1,3,43364.8415,4,0.217596029,7414
Significant_Damage_And_Serious_Injuries,43.83561644,12,1,64.26618049,0.273560043,80.77,3,34616.53373,2,0.173360462,4158
